id,Registration_Interval_Days,Age,City,Country,Recruitment_Generation,Gender,Number_of_Recruits,Heard_From,Recruiter_id,Recruiter_Age,Recruiter_City,Recruiter_Country,Recruiter_Gender,Recruiter_Number_of_Recruits,Recruiter_Heard_From,Same_Heard_From_as_Recruiter,Location_Comparison,Recruiter_Join_Date_Numeric_Days,,Same_Gender_as_Recruiter,Heard_Through_Medium,Recruiter_Heard_Through_Medium,Heard_Through_Same_Medium_as_Recruiter,Same_Age_as_Recruiter,Distance_from_Recruiter,Same_City_as_Recruiter,Same_Country_as_Recruiter,Has_Recruits
734,22.9389,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
735,1.223,4,Plymouth,United Kingdom,4,female,0,1,549,3,Banbury,United Kingdom,female,3,1,1,Different City,15154.8274,,1,4,4,1,0,270.759,0,1,FALSE
736,22.9412,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
737,22.9442,unknown,,United Kingdom,1,male,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,0,1,4,0,2,271.832,2,1,FALSE
738,22.9479,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
739,22.9505,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
740,22.9525,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
741,22.9545,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
742,22.9573,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
743,7.1495,unknown,Hertford,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7678.53,0,0,FALSE
744,22.9597,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
745,7.1545,2,,,1,female,0,3,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,0,1,6,0,1,0,2,2,FALSE
746,22.9639,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
748,22.9683,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
749,22.9691,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
750,22.9716,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
751,22.9747,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
752,7.1684,unknown,London,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7701.99,0,0,FALSE
755,7.189,2,Brighton,United Kingdom,1,female,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,1,6,0,1,7762,0,0,FALSE
756,7.1913,3,,,1,female,0,100,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,0,1,6,0,0,0,2,2,FALSE
757,7.1913,unknown,,United States,1,male,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,1,0,6,2,2,2463.78,2,1,FALSE
758,7.1961,unknown,Brighton,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7762,0,0,FALSE
759,7.2026,4,,United Kingdom,1,female,1,3,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,0,1,6,0,0,7229.77,2,0,TRUE
760,7.2032,2,,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,1,1,6,0,1,7229.77,2,0,FALSE
761,7.2114,3,Port Stanley,Canada,1,female,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,1,6,0,0,3233.71,0,0,FALSE
762,2.0003,2,Cambridge,United Kingdom,1,male,0,1,508,2,Cambridge,United Kingdom,male,4,3,0,Same City,15154.15172,,1,1,6,0,1,0,1,1,FALSE
763,2.002,2,Cambridge,United Kingdom,1,female,0,1,508,2,Cambridge,United Kingdom,male,4,3,0,Same City,15154.15172,,0,10,6,0,1,0,1,1,FALSE
764,2.0035,2,Cambridge,United Kingdom,1,female,0,1,508,2,Cambridge,United Kingdom,male,4,3,0,Same City,15154.15172,,0,6,6,1,1,0,1,1,FALSE
765,2.004,2,Cambridge,United Kingdom,1,male,0,1,508,2,Cambridge,United Kingdom,male,4,3,0,Same City,15154.15172,,1,1,6,0,1,0,1,1,FALSE
766,7.2393,2,,United States,1,male,0,100,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,1,0,6,2,1,2463.78,2,1,FALSE
767,7.2412,1,,United Kingdom,1,female,0,100,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,0,1,6,0,0,7229.77,2,0,FALSE
768,2.4966,3,Sheffield,United Kingdom,3,male,0,1,324,unknown,Liverpool,United Kingdom,male,4,0,2,Different City,15153.6666,,1,1,1,1,2,100.958,0,1,FALSE
769,2.4988,3,Sheffield,United Kingdom,3,male,0,1,324,unknown,Liverpool,United Kingdom,male,4,0,2,Different City,15153.6666,,1,1,1,1,2,100.958,0,1,FALSE
770,0.1064,3,Leeds,United Kingdom,1,male,1,1,747,3,Barnsley,United Kingdom,male,1,3,0,Different City,15156.07822,,1,1,1,1,1,28.0266,0,1,TRUE
771,1.2422,2,Somerset,United States,2,male,0,1,559,2,New Delhi,India,male,3,3,0,Different Country,15154.94738,,1,1,4,0,1,12002.5,0,0,FALSE
772,7.2704,4,Bristol,United Kingdom,1,female,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,1,6,0,0,7600.93,0,0,FALSE
773,7.2821,unknown,Newbury,United Kingdom,1,unknown,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,2,0,6,2,2,7660.34,0,0,FALSE
774,3.6544,2,London,United Kingdom,1,female,0,3,136,2,Reading,United Kingdom,female,24,5,0,Different City,15152.55799,,1,4,4,1,1,58.9316,0,1,FALSE
775,7.2958,3,Bristol,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,0,7600.93,0,0,FALSE
776,3.6573,2,London,United Kingdom,1,female,0,3,136,2,Reading,United Kingdom,female,24,5,0,Different City,15152.55799,,1,4,4,1,1,58.9316,0,1,FALSE
777,3.7571,2,Markham,Canada,1,female,0,1,136,2,Reading,United Kingdom,female,24,5,0,Different Country,15152.55799,,1,4,4,1,1,5646.5,0,0,FALSE
778,7.464,2,Lincoln,United Kingdom,1,male,2,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,1,7533.55,0,0,TRUE
779,7.5103,3,,United Kingdom,1,male,0,5,97,2,Seattle,United States,male,305,5,1,unknown,15148.91922,,1,1,6,0,0,7229.77,2,0,FALSE
780,7.511,unknown,Brighton,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7762,0,0,FALSE
781,7.514,3,,United Kingdom,1,female,0,100,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,0,1,6,0,0,7229.77,2,0,FALSE
783,7.5407,2,,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,1,1,6,0,1,7229.77,2,0,FALSE
784,7.5413,2,Brighton,United Kingdom,1,female,1,1,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,0,6,2,1,7762,0,0,TRUE
785,7.5421,3,Munich,Germany,1,male,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,4,6,0,0,8479.45,0,0,FALSE
787,0.0941,unknown,Lincoln,United Kingdom,2,male,0,0,778,2,Lincoln,United Kingdom,male,2,3,2,Same City,15156.38318,,1,1,1,1,2,0,1,1,FALSE
788,0.7177,3,,Germany,1,female,0,1,693,3,London,United Kingdom,female,4,0,2,unknown,15155.76051,,1,4,100,0,1,735.491,2,0,FALSE
789,1.5317,2,Hanoi,Vietnam,2,male,0,1,559,2,New Delhi,India,male,3,3,0,Different Country,15154.94738,,1,1,4,0,1,3002.14,0,0,FALSE
790,3.9259,unknown,New York,United States,1,male,0,0,136,2,Reading,United Kingdom,female,24,5,2,Different Country,15152.55799,,0,0,4,2,2,5518.03,0,0,FALSE
791,7.5652,2,Rochester,United Kingdom,1,female,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,1,6,0,1,7739.24,0,0,FALSE
793,7.5753,3,London,United Kingdom,1,male,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,0,7701.99,0,0,FALSE
794,7.5754,3,Lampeter,United Kingdom,1,female,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,1,6,0,0,7479.14,0,0,FALSE
795,7.5811,3,,,1,male,0,100,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,1,6,6,1,0,0,2,2,FALSE
796,7.5817,3,Bedford,United Kingdom,1,male,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,0,7632.44,0,0,FALSE
797,0.7458,3,London,United Kingdom,1,female,0,1,693,3,London,United Kingdom,female,4,0,2,Same City,15155.76051,,1,1,100,0,1,0,1,1,FALSE
798,7.5904,2,Port Stanley,Canada,1,female,0,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,0,6,6,1,1,3233.71,0,0,FALSE
799,7.5926,unknown,,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,0,0,6,2,2,7229.77,2,0,FALSE
800,7.5971,3,Keighley,United Kingdom,1,male,0,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,1,10,6,0,0,7421.54,0,0,FALSE
801,7.603,4,Benfleet,United Kingdom,1,female,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,6,6,1,0,7726.49,0,0,FALSE
802,7.6047,3,,United Kingdom,1,male,0,3,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,1,6,6,1,0,7229.77,2,0,FALSE
804,7.6069,unknown,Cumbernauld,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7159.18,0,0,FALSE
805,7.6098,unknown,,,1,female,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,0,0,6,2,2,0,2,2,FALSE
806,7.6099,3,London,United Kingdom,1,female,2,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,1,6,0,0,7701.99,0,0,TRUE
807,0.4075,3,,,2,male,5,1,759,4,,United Kingdom,female,1,3,0,unknown,15156.12178,,0,1,1,1,0,0,2,2,TRUE
808,7.6133,2,London,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,1,7701.99,0,0,FALSE
809,7.6186,3,London,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,0,7701.99,0,0,FALSE
810,7.6238,1,Waterlooville,United Kingdom,1,male,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,0,6,2,0,7717.74,0,0,FALSE
811,0.0164,unknown,Sheffield,United Kingdom,2,unknown,0,0,806,3,London,United Kingdom,female,2,3,2,Different City,15156.5291,,2,0,1,2,2,227.416,0,1,FALSE
812,7.6317,3,Carrickfergus,United Kingdom,1,male,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,0,7185.58,0,0,FALSE
816,7.64,unknown,Dunstable,United Kingdom,1,unknown,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,2,0,6,2,2,7652.14,0,0,FALSE
817,0.8002,3,Harlow,United Kingdom,1,female,0,1,693,3,London,United Kingdom,female,4,0,2,Different City,15155.76051,,1,1,100,0,1,32.5662,0,1,FALSE
818,1.3724,unknown,Worthing,United Kingdom,1,male,0,0,630,2,Cardiff,United Kingdom,female,3,1,2,Different City,15155.18878,,0,0,6,2,2,209.236,0,1,FALSE
819,7.6432,2,,United Kingdom,1,male,1,3,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,1,100,6,0,1,7229.77,2,0,TRUE
821,0.0082,unknown,Southampton,United Kingdom,1,female,0,0,814,2,Southampton,United Kingdom,female,4,5,2,Same City,15156.55731,,1,0,1,2,2,9.50E-05,1,1,FALSE
822,7.6626,4,,,1,male,0,100,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,1,6,6,1,0,0,2,2,FALSE
823,0.0326,2,Southampton,United Kingdom,1,male,0,1,814,2,Southampton,United Kingdom,female,4,5,0,Same City,15156.55731,,0,1,1,1,1,9.50E-05,1,1,FALSE
824,0.0662,3,,United Kingdom,2,male,0,2,806,3,London,United Kingdom,female,2,3,0,unknown,15156.5291,,0,1,1,1,1,482.987,2,1,FALSE
825,7.6765,2,Orlando,United States,1,male,1,5,97,2,Seattle,United States,male,305,5,1,Different City,15148.91922,,1,1,6,0,1,4099.27,0,1,TRUE
826,7.6794,2,Lisbon,Portugal,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,6,6,1,1,8370.1,0,0,FALSE
828,7.6808,unknown,London,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7701.99,0,0,FALSE
829,7.683,4,London,United Kingdom,1,female,3,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,1,6,0,0,7701.99,0,0,TRUE
830,7.6854,unknown,Brighton,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7762,0,0,FALSE
831,0.0108,2,Kwa-zulu,South Africa,2,male,0,1,825,2,Orlando,United States,male,1,5,0,Different Country,15156.59572,,1,2,1,0,1,13470.5,0,0,FALSE
832,7.6958,unknown,Waterlooville,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7717.74,0,0,FALSE
833,3.1419,3,Inverness,United Kingdom,2,male,0,1,258,3,Heriot,United Kingdom,male,13,100,0,Different City,15153.47372,,1,1,4,0,1,205.888,0,1,FALSE
834,7.7084,3,Eastleigh,United Kingdom,1,female,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,1,6,0,0,7696.04,0,0,FALSE
835,7.7233,unknown,Swansea,United Kingdom,1,male,1,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7526.98,0,0,TRUE
837,13.8384,unknown,Oxford,United Kingdom,1,unknown,0,0,86,3,Oxford,United Kingdom,male,17,3,2,Same City,15142.82505,,2,0,1,2,2,0,1,1,FALSE
838,7.7466,2,London,United Kingdom,1,female,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,1,6,0,1,7701.99,0,0,FALSE
840,0.0001,unknown,Stafford,United Kingdom,1,unknown,0,0,842,2,Stafford,United Kingdom,male,1,4,2,Same City,15156.67822,,2,0,1,2,2,9.50E-05,1,1,FALSE
843,7.762,2,,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,1,1,6,0,1,7229.77,2,0,FALSE
844,0.1328,3,Leighton Buzzard,United Kingdom,1,male,0,1,814,2,Southampton,United Kingdom,female,4,5,0,Different City,15156.55731,,0,1,1,1,0,123.619,0,1,FALSE
845,7.7741,unknown,Barnsley,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7466.7,0,0,FALSE
847,7.7817,2,,United Kingdom,1,female,0,5,97,2,Seattle,United States,male,305,5,1,unknown,15148.91922,,0,5,6,0,1,7229.77,2,0,FALSE
848,0.1732,3,Basildon,United Kingdom,3,male,0,1,807,3,,,male,5,1,1,unknown,15156.52928,,1,1,1,1,1,0,2,2,FALSE
849,7.7835,unknown,Blackburn,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7407.79,0,0,FALSE
850,7.7851,unknown,London,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7701.99,0,0,FALSE
851,3.5385,2,Port Stanley,Canada,2,male,0,1,175,3,Plymouth,United Kingdom,male,21,3,0,Different Country,15153.16722,,1,4,4,1,0,5693.01,0,0,FALSE
852,0.0068,2,Hebburn,United Kingdom,1,male,0,1,846,2,Tokyo,Japan,male,13,3,0,Different Country,15156.70041,,1,2,1,0,1,9280.35,0,0,FALSE
854,0.1054,3,Peterborough,United Kingdom,2,male,0,100,829,4,London,United Kingdom,female,3,3,0,Different City,15156.60221,,0,1,1,1,0,118.396,0,1,FALSE
855,6.5841,3,Dublin,Ireland,3,female,3,1,111,unknown,,United States,female,1,0,2,unknown,15150.13729,,1,4,4,1,2,6758.72,2,0,TRUE
856,7.8038,2,Oldham,United Kingdom,1,female,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,1,6,0,1,7440.76,0,0,FALSE
857,2.8669,2,London,United Kingdom,3,female,0,2,416,3,London,United Kingdom,female,1,1,0,Same City,15153.8575,,1,4,4,1,0,0,1,1,FALSE
858,7.8053,3,London,United Kingdom,1,female,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,1,6,0,0,7701.99,0,0,FALSE
859,7.8101,2,Bristol,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,6,6,1,1,7600.93,0,0,FALSE
861,0.038,2,Tokyo,Japan,1,male,6,1,846,2,Tokyo,Japan,male,13,3,0,Same City,15156.70041,,1,1,1,1,1,0,1,1,TRUE
862,0.0386,2,Tokyo,Japan,1,male,0,1,846,2,Tokyo,Japan,male,13,3,0,Same City,15156.70041,,1,10,1,0,1,0,1,1,FALSE
863,0.0387,2,Tokyo,Japan,1,male,0,1,846,2,Tokyo,Japan,male,13,3,0,Same City,15156.70041,,1,5,1,0,1,0,1,1,FALSE
864,0.0411,4,Tokyo,Japan,1,female,0,4,846,2,Tokyo,Japan,male,13,3,0,Same City,15156.70041,,0,3,1,0,0,0,1,1,FALSE
865,23.6311,unknown,London,United Kingdom,1,female,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,1,4,4,1,2,211.302,0,1,FALSE
866,0.0082,2,Tokyo,Japan,2,male,1,1,861,2,Tokyo,Japan,male,6,1,1,Same City,15156.73844,,1,1,1,1,1,0,1,1,TRUE
867,0.0083,2,Tokyo,Japan,2,male,0,1,861,2,Tokyo,Japan,male,6,1,1,Same City,15156.73844,,1,1,1,1,1,0,1,1,FALSE
868,0.0511,2,Bishkek,Kyrgyzstan,1,male,0,1,846,2,Tokyo,Japan,male,13,3,0,Different Country,15156.70041,,1,5,1,0,1,5522.26,0,0,FALSE
869,0.0533,2,Tokyo,Japan,1,male,0,1,846,2,Tokyo,Japan,male,13,3,0,Same City,15156.70041,,1,2,1,0,1,0,1,1,FALSE
870,3.5831,2,Brighton,United Kingdom,2,male,0,1,183,2,,United Kingdom,female,2,100,0,unknown,15153.17167,,0,4,4,1,1,552.377,2,1,FALSE
871,0.7538,3,Redruth,United Kingdom,2,male,0,1,723,3,Wrexham,United Kingdom,male,1,3,0,Different City,15156.00226,,1,1,1,1,1,348.497,0,1,FALSE
872,0.0575,unknown,Tokyo,Japan,1,unknown,0,0,846,2,Tokyo,Japan,male,13,3,2,Same City,15156.70041,,2,0,1,2,2,0,1,1,FALSE
873,3.1619,2,Bournemouth,United Kingdom,2,male,3,5,306,unknown,,Germany,unknown,14,0,2,unknown,15153.60071,,2,4,0,2,2,864.729,2,0,TRUE
874,0.064,2,,United Kingdom,1,male,0,1,846,2,Tokyo,Japan,male,13,3,0,unknown,15156.70041,,1,2,1,0,1,9302.25,2,0,FALSE
875,0.0094,2,London,United Kingdom,3,female,0,1,873,2,Bournemouth,United Kingdom,male,3,5,0,Different City,15156.76265,,0,4,4,1,1,150.562,0,1,FALSE
877,7.8597,4,Milton Keynes,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,0,7628.75,0,0,FALSE
878,0.3215,2,London,United Kingdom,2,female,0,1,784,2,Brighton,United Kingdom,female,1,1,1,Different City,15156.4605,,1,1,0,2,1,76.1736,0,1,FALSE
879,0.0864,unknown,Kings Langley,United Kingdom,1,unknown,0,0,846,2,Tokyo,Japan,male,13,3,2,Different Country,15156.70041,,2,0,1,2,2,9553.8,0,0,FALSE
880,0.0485,2,Tokyo,Japan,2,male,0,1,861,2,Tokyo,Japan,male,6,1,1,Same City,15156.73844,,1,1,1,1,1,0,1,1,FALSE
881,3.6228,3,Grange,United Kingdom,2,female,0,1,175,3,Plymouth,United Kingdom,male,21,3,0,Different City,15153.16722,,0,4,4,1,1,160.086,0,1,FALSE
882,3.1902,unknown,Northampton,United Kingdom,2,female,0,0,306,unknown,,Germany,unknown,14,0,2,unknown,15153.60071,,2,1,0,2,2,790.911,2,0,FALSE
884,7.8754,2,Basildon,United Kingdom,1,male,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,1,7721.83,0,0,FALSE
885,1.0384,2,Philadelphia,United States,1,female,0,2,693,3,London,United Kingdom,female,4,0,2,Different Country,15155.76051,,1,1,100,0,0,5701.51,0,0,FALSE
886,0.1312,3,,United Kingdom,1,male,0,1,839,2,Stafford,United Kingdom,male,1,100,0,unknown,15156.67024,,1,4,1,0,0,298.591,2,1,FALSE
887,3.6384,2,London,United Kingdom,2,female,0,1,175,3,Plymouth,United Kingdom,male,21,3,0,Different City,15153.16722,,0,4,4,1,0,307.971,0,1,FALSE
888,13.1064,unknown,New Delhi,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,0,0,2,2,1760.44,0,1,FALSE
889,13.1086,1,New Delhi,India,1,male,0,1,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,2,0,2,1,1760.44,0,1,FALSE
890,13.1105,1,New Delhi,India,1,male,0,1,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,1,0,2,1,1760.44,0,1,FALSE
891,13.1139,unknown,New Delhi,India,1,female,0,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,0,0,0,2,2,1760.44,0,1,FALSE
892,13.1141,2,Bombay,India,1,male,0,1,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,4,0,2,0,1033.34,0,1,FALSE
893,13.1154,unknown,New Delhi,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,0,0,2,2,1760.44,0,1,FALSE
894,13.1157,2,New Delhi,India,1,male,0,1,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,4,0,2,0,1760.44,0,1,FALSE
896,13.1215,unknown,,United States,1,male,0,0,87,1,Madras,India,male,45,0,2,unknown,15143.70472,,1,0,0,2,2,14427.1,2,0,FALSE
897,13.1228,unknown,Bombay,India,1,male,5,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,0,0,2,2,1033.34,0,1,TRUE
898,0.0028,2,,United Kingdom,1,male,0,2,895,3,,United Kingdom,male,3,3,0,unknown,15156.82522,,1,1,1,1,0,0,2,1,FALSE
899,0.0059,3,,United Kingdom,1,female,0,2,895,3,,United Kingdom,male,3,3,0,unknown,15156.82522,,0,1,1,1,1,0,2,1,FALSE
900,13.1286,unknown,Seoul,Korea  Republic of,1,male,0,0,87,1,Madras,India,male,45,0,2,Different Country,15143.70472,,1,0,0,2,2,5350.35,0,0,FALSE
901,7.9196,2,Manchester,United Kingdom,1,male,0,1,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,4,6,0,1,7440.96,0,0,FALSE
902,3.3762,unknown,,United Kingdom,2,male,0,0,258,3,Heriot,United Kingdom,male,13,100,2,unknown,15153.47372,,1,1,4,0,2,50.2472,2,1,FALSE
903,3.2633,3,,United Kingdom,2,female,1,1,306,unknown,,Germany,unknown,14,0,2,unknown,15153.60071,,2,4,0,2,2,1033.31,2,0,TRUE
904,3.2653,3,,United Kingdom,2,female,0,1,306,unknown,,Germany,unknown,14,0,2,unknown,15153.60071,,2,4,0,2,2,1033.31,2,0,FALSE
905,4.3134,2,Atlanta,United States,1,male,0,3,136,2,Reading,United Kingdom,female,24,5,0,Different Country,15152.55799,,0,4,4,1,1,6718.4,0,0,FALSE
906,7.9533,2,Chatham,United Kingdom,1,female,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,1,6,0,1,7740.51,0,0,FALSE
907,0.0536,2,Bombay,India,2,male,0,1,897,unknown,Bombay,India,male,5,0,2,Same City,15156.82748,,1,4,0,2,2,0,1,1,FALSE
908,0.0587,unknown,Madras,India,2,male,0,0,897,unknown,Bombay,India,male,5,0,2,Different City,15156.82748,,1,1,0,2,2,1033.34,0,1,FALSE
909,13.1819,unknown,New Delhi,India,1,unknown,0,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,2,0,0,2,2,1760.44,0,1,FALSE
910,0.0609,2,Bombay,India,2,male,0,1,897,unknown,Bombay,India,male,5,0,2,Same City,15156.82748,,1,10,0,2,2,0,1,1,FALSE
911,0.1283,unknown,Dewsbury,United Kingdom,3,male,0,0,873,2,Bournemouth,United Kingdom,male,3,5,2,Different City,15156.76265,,1,4,4,1,2,330.869,0,1,FALSE
912,7.9747,1,Glasgow,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,100,6,0,0,7155.34,0,0,FALSE
913,0.0753,2,Madras,India,2,male,0,1,897,unknown,Bombay,India,male,5,0,2,Different City,15156.82748,,1,1,0,2,2,1033.34,0,1,FALSE
914,0.079,1,Hanoi,Vietnam,2,male,0,1,897,unknown,Bombay,India,male,5,0,2,Different Country,15156.82748,,1,4,0,2,2,3446.02,0,0,FALSE
915,4.3508,2,,Europe,1,female,0,1,136,2,Reading,United Kingdom,female,24,5,0,unknown,15152.55799,,1,4,4,1,1,1136.13,2,0,FALSE
916,8.0066,2,Southport,United Kingdom,1,female,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,1,6,0,1,7394.59,0,0,FALSE
917,0.1028,2,,United Kingdom,1,female,1,2,895,3,,United Kingdom,male,3,3,0,unknown,15156.82522,,0,1,1,1,0,0,2,1,TRUE
918,0.3269,3,,United Kingdom,2,female,0,1,829,4,London,United Kingdom,female,3,3,0,unknown,15156.60221,,1,4,1,0,0,482.987,2,1,FALSE
